9,186.4264666,189.322939
9.1,186.4504138,189.3563386
9.2,186.478395,189.4009989
9.3,186.4983801,189.4425754
9.4,186.5055213,189.4734742
9.5,186.5027317,189.4937852
9.6,186.496231,189.5068725
9.7,186.4910742,189.5156946
9.8,186.4890422,189.5219292
9.9,186.4889692,189.5269219
10,186.4885237,189.5325621
10.1,186.4862155,189.5410797
10.2,186.4824736,189.5541994
10.3,186.4792098,189.5725712
10.4,186.4783728,189.5955506
10.5,186.4806853,189.6210154
10.6,186.4853448,189.6457106
10.7,186.4906017,189.666468
10.8,186.4946105,189.6814419
10.9,186.4960642,189.6902905
11,186.4945584,189.6934817
11.1,186.4907529,189.6919668
11.2,186.4861238,189.687588
11.3,186.4821477,189.6830454
11.4,186.4794869,189.6806672
11.5,186.4780664,189.6810518
11.6,186.4778935,189.6831721
11.7,186.4794289,189.6858789
11.8,186.4828755,189.6889464
11.9,186.4871997,189.6925298
12,186.49039,189.6960776
12.1,186.4911827,189.6982875
12.2,186.4905042,189.6982117
12.3,186.4909918,189.6962508
12.4,186.495014,189.6939395
12.5,186.5028479,189.6927368
12.6,186.5121502,189.6932261
12.7,186.518959,189.6953699
12.8,186.5197263,189.6988848
12.9,186.5131143,189.7033575
13,186.5003685,189.7087434
13.1,186.4843901,189.7160422
13.2,186.4686074,189.7269777
13.3,186.4561444,189.7425558
13.4,186.4490683,189.7617663
13.5,186.4477806,189.7814687
13.6,186.4509799,189.7976134
13.7,186.4563423,189.8072723
13.8,186.461579,189.8102583
13.9,186.4652875,189.8091656
14,186.4671184,189.8077038
14.1,186.4674803,189.8083325
14.2,186.4673669,189.8109378
14.3,186.4682049,189.81353
14.4,186.4712647,189.8140776
14.5,186.4769234,189.811697
14.6,186.4844992,189.806323
14.7,186.4927454,189.7978387
14.8,186.500472,189.786225
14.9,186.5066938,189.7726071
15,186.5102234,189.7595496
15.1,186.5095035,189.7498836
15.2,186.5034499,189.7452724
15.3,186.4927008,189.7456627
15.4,186.4798996,189.7494452
15.5,186.4685788,189.7540338
15.6,186.4616338,189.7567272
15.7,186.4604581,189.7555062
15.8,186.4645793,189.7497068
15.9,186.471567,189.7404182
16,186.4778999,189.7299165
16.1,186.480846,189.720359
16.2,186.4800243,189.7129646
16.3,186.4773018,189.7080404
16.4,186.4749944,189.7054513
16.5,186.4739131,189.7052039
16.6,186.4731058,189.7076717
16.7,186.4714015,189.7130765
16.8,186.4688593,189.7207445
16.9,186.4665868,189.7291352
17,186.4654595,189.7367611
17.1,186.4653601,189.7429429
17.2,186.4656822,189.7475078
17.3,186.4662551,189.749868
17.4,186.4676004,189.7487143
17.5,186.4704242,189.7430531
17.6,186.4749922,189.7337079
17.7,186.4808355,189.7234782
17.8,186.4867533,189.7154941
17.9,186.4911204,189.7112395
18,186.4926378,189.7100337
18.1,186.4911973,189.710238
18.2,186.4880998,189.7107331
18.3,186.4852621,189.7114557
18.4,186.4838955,189.7131537
18.5,186.4837601,189.7168837
18.6,186.4836826,189.7232188
18.7,186.4828281,189.7312298
18.8,186.4815898,189.7382729
18.9,186.481547,189.7413418
19,186.4847528,189.7389896
19.1,186.49259,189.7321437
19.2,186.5044846,189.7233532
19.3,186.5173781,189.7153416
19.4,186.5268423,189.7099435
19.5,186.5295814,189.7078529
19.6,186.5255153,189.7088313
19.7,186.5175405,189.7119608
19.8,186.5092316,189.7158545
19.9,186.5027187,189.7191354
20,186.4983607,189.7217366
20.1,186.4956627,189.726398
20.2,186.494158,189.7381756
20.3,186.4938,189.7609067
20.4,186.4950001,189.7929945
20.5,186.4984175,189.8264867
20.6,186.5044136,189.8510066
20.7,186.512259,189.8597751
20.8,186.5197377,189.8531025
20.9,186.5238426,189.8371895
21,186.5223575,189.8199482
21.1,186.5153,189.8070118
21.2,186.5051562,189.7998362
21.3,186.4956101,189.7960692
21.4,186.4897486,189.791624
21.5,186.4890218,189.7835189
21.6,186.4930215,189.7717923
21.7,186.4995032,189.7591819
21.8,186.5048604,189.7492377
21.9,186.5056229,189.7446303
22,186.5004406,189.746585
22.1,186.4909801,189.7550081
22.2,186.4808161,189.7685189
22.3,186.4732415,189.7844222
22.4,186.4698395,189.7994969
22.5,186.4705728,189.8115926
22.6,186.4745425,189.8202485
22.7,186.4804616,189.8253541
22.8,186.4868329,189.825642
22.9,186.4922825,189.8193385
23,186.4961054,189.8066243
23.1,186.498557,189.7911451
23.2,186.5006364,189.7787577
23.3,186.5036129,189.774725
23.4,186.5084166,189.7815282
23.5,186.5147934,189.7981742
23.6,186.5207537,189.821075
23.7,186.523411,189.845926
23.8,186.5210594,189.8694403
23.9,186.5146883,189.8901631
24,186.5075028,189.9080848
24.1,186.5027743,189.9232377
24.2,186.5017376,189.9344082
24.3,186.5030917,189.9391348
24.4,186.5041973,189.934654
24.5,186.5028156,189.9189725
24.6,186.4982183,189.8920954
24.7,186.4913458,189.8570224
24.8,186.4841441,189.8193203
24.9,186.478445,189.7850047
25,186.4752351,189.7579805
25.1,186.4746847,189.7388382
25.2,186.476254,189.7258095
25.3,186.478607,189.716934
25.4,186.4801181,189.7115559
25.5,186.4801408,189.7100798
25.6,186.479877,189.7125381
25.7,186.4818545,189.7174732
25.8,186.488181,189.7223666
25.9,186.4986846,189.7253502
26,186.5104604,189.7263844
26.1,186.519566,189.7266457
26.2,186.5235942,189.727119
26.3,186.5228675,189.728156
26.4,186.519575,189.729913
26.5,186.5161647,189.7324814
26.6,186.5142912,189.7355583
26.7,186.5143729,189.7383279
26.8,186.5155049,189.739776
26.9,186.515948,189.7391088
27,186.5141744,189.7360452
27.1,186.5099157,189.7310416
27.2,186.504598,189.725286
27.3,186.500703,189.7200649
27.4,186.5002947,189.71576
27.5,186.5038774,189.711595
27.6,186.5104437,189.7068002
27.7,186.5182538,189.7021723
27.8,186.5255275,189.7001518
27.9,186.5308809,189.7030006
28,186.5336076,189.7108758
28.1,186.5336676,189.7215677
28.2,186.5312577,189.7316799
28.3,186.5263967,189.738007
28.4,186.5191831,189.7385177
28.5,186.5105879,189.7330594
28.6,186.502809,189.7234824
28.7,186.49848,189.7126562
28.8,186.4991438,189.7030091
28.9,186.5041358,189.6958764
29,186.5107339,189.6917381
29.1,186.5155585,189.6903821
29.2,186.5163942,189.6908396
29.3,186.5133636,189.6918218
29.4,186.5087031,189.6924857
29.5,186.5052656,189.6927805
29.6,186.5049136,189.6934083
29.7,186.5078928,189.6954178
29.8,186.5131954,189.6990865
29.9,186.5193362,189.7028523
30,186.5251887,189.7039736
30.1,186.5305138,189.7009903
30.2,186.5356511,189.6955953
30.3,186.5405771,189.6917576
30.4,186.5443822,189.6927726
30.5,186.5456693,189.6990292
30.6,186.5434134,189.7083512
30.7,186.5376821,189.7181032
30.8,186.529926,189.7268708
30.9,186.5227519,189.7344249
31,186.5191229,189.7405199
31.1,186.520988,189.7441058
31.2,186.5279688,189.7439755
31.3,186.5372709,189.7401112
31.4,186.5452302,189.7339705
31.5,186.5494557,189.7273277
31.6,186.5499095,189.7213516
